Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,Km_m,Municipio,TipoPista,Sentido,Situacao,DataDaInativacao,Latitude,Longitude,VelocidadeLeve
259,CRO,2016,Redutor,BR-163,MT,"714,380",Sorriso,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,859497","-55,832187",40
260,CRO,2016,Controlador,BR-163,MT,"746,100",Sorriso,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,601219","-55,749739",60
261,CRO,2016,Redutor,BR-163,MT,"751,550",Sorriso,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,560517","-55,719497",50
262,CRO,2016,Redutor,BR-163,MT,"753,100",Sorriso,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,549260","-55,712584",50
263,CRO,2016,Redutor,BR-163,MT,"753,600",Sorriso,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,545764","-55,709854",50
264,CRO,2016,Redutor,BR-163,MT,"753,625",Sorriso,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,545302","-55,710001",50
265,CRO,2016,Controlador,BR-163,MT,"823,600",Sinop,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-11,962062","-55,516853",60
266,CRO,2016,Controlador,BR-163,MT,"824,000",Sinop,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-11,958226","-55,517092",60
267,CRO,2016,Controlador,BR-163,MT,"831,000",Sinop,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,897853","-55,504829",60
268,CRO,2016,Controlador,BR-163,MT,"836,400",Sinop,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,849721","-55,492209",60
269,CRO,2016,Controlador,BR-163,MT,"837,200",Sinop,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-11,842430","-55,490409",40
270,CRO,2016,Controlador,BR-163,MT,"854,000",Sinop,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,695381","-55,452044",60
271,CRO,2016,Controlador,BR-364,MT,"269,000",Jaciara,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,972171","-54,939550",60
272,CRO,2016,Controlador,BR-364,MT,"269,000",Jaciara,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-15,972171","-54,939550",60
273,CRO,2016,Redutor,BR-364,MT,"346,500",Campo Verde,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,796013","-55,554869",50
274,CRO,2016,Redutor,BR-364,MT,"349,470",Santo Antônio de Leverger,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,792933","-55,579288",50
275,CRO,2016,Redutor,BR-364,MT,"347,488",Campo Verde,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,796117","-55,561033",50
276,CRO,2016,Redutor,BR-364,MT,"348,650",Santo Antônio de Leverger,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,793378","-55,571656",50
277,CRO,2016,Redutor,BR-163,MT,"821,000",Sinop,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,985969","-55,517047",40
278,CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,287022","-55,562297",40
279,CRO,2016,Redutor,BR-364,MT,"206,340",Rondonópolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,445539","-54,669254",40
280,CRO,2016,Controlador,BR-163,MT,"15,350",Itiquira,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-17,383148","-54,757556",80
281,CRO,2016,Controlador,BR-163,MT,"16,500",Itiquira,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-17,373189","-54,756445",80
282,CRO,2016,Controlador,BR-163,MT,"17,200",Itiquira,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-17,366535","-54,756770",80
283,CRO,2016,Redutor,BR-364,MT,"203,230",Rondonópolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,469739","-54,656214",40
284,CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-12,287022","-55,562297",40
285,CRO,2016,Controlador,BR-163,MT,"109,720",Rondonópolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,574520","-54,685300",80
286,CRO,2016,Redutor,BR-163,MT,"752,730",Sorriso,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-12,552292","-55,714197",50
287,CRO,2016,Controlador,BR-163,MT,"836,000",Sinop,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-11,851150","-55,492633",60
288,CRO,2016,Controlador,BR-364,MT,"207,540",Rondonópolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,436026","-54,683081",60
289,CRO,2016,Controlador,BR-163,MT,"835,300",Sinop,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-11,860489","-55,495108",60
290,ECO050,2017,Redutor,BR-50,GO,"278,650",Catalão,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,172200","-47,925400",60
291,ECO050,2017,Redutor,BR-50,GO,"279,650",Catalão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,176630","-47,933610",60
292,ECO050,2017,Redutor,BR-50,GO,"280,620",Catalão,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,181620","-47,941020",60
293,ECO050,2017,Redutor,BR-50,GO,"281,000",Catalão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,183610","-47,943950",60
294,ECO050,2017,Controlador,BR-50,MG,"51,900",Araguari,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,751800","-48,237650",80
295,ECO050,2017,Redutor,BR-50,MG,"53,800",Araguari,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,766410","-48,244590",60
296,ECO050,2017,Redutor,BR-50,MG,"55,100",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,774580","-48,239720",60
297,ECO050,2017,Redutor,BR-50,MG,"56,400",Uberlândia,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,782700","-48,233220",60
298,ECO050,2017,Redutor,BR-50,MG,"171,000",Uberaba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,744230","-47,984160",70
299,ECO050,2017,Redutor,BR-50,MG,"171,200",Uberaba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,746320","-47,983650",60
300,ECO050,2017,Redutor,BR-50,MG,"182,100",Uberaba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,792910","-47,911910",50
301,ECO050,2017,Redutor,BR-50,MG,"182,200",Uberaba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,793940","-47,911100",50
302,ECO050,2017,Redutor,BR-50,MG,"206,500",Delta,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,979410","-47,789120",50
303,ECO050,2017,Redutor,BR-50,MG,"206,700",Delta,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,981510","-47,788700",50
304,ECO050,2017,Redutor,BR-50,GO,"96,350",Cristalina,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,757700","-47,609340",40
305,ECO050,2017,Redutor,BR-50,GO,"99,830",Cristalina,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,781350","-47,630640",80
306,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"216,140",Serra,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,146583","-40,286667",60
307,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"261,080",Serra,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,151056","-40,278722",60
308,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"14,022",Pedro Canário,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,282360","-39,956880",60
309,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"15,503",Pedro Canário,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,294220","-39,956470",60
310,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"17,837",Pinheiros,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-18,313020","-39,954610",60
311,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"31,114",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,420860","-39,935610",60
312,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"37,777",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,478940","-39,924860",60
313,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"50,020",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,582990","-39,893160",60
314,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"61,061",São Mateus,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-18,676970","-39,865080",60
315,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"62,156",São Mateus,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,686300","-39,862300",60
316,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"68,381",São Mateus,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,723530","-39,860940",60
317,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"69,039",São Mateus,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-18,729160","-39,859970",60
318,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,465",Linhares,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,189860","-40,094720",60
319,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,466",Linhares,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,189860","-40,094720",60
320,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,827",Linhares,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,193130","-40,095080",60
321,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,828",Linhares,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,193130","-40,095080",60
322,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"150,022",Linhares,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-19,404520","-40,060800",60
323,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"151,239",Linhares,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-19,413750","-40,066800",60
324,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"291,986",Cariacica,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,305690","-40,394940",60
325,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"296,230",Cariacica,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,342080","-40,405270",60
326,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"299,654",Viana,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,357300","-40,428080",60
327,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"357,738",Anchieta,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,691940","-40,704270",60
328,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"370,557",Anchieta,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,770860","-40,765550",60
329,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"429,643",Atílio Vivácqua,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,028580","-41,164360",60
330,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"450,356",Mimoso do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,148130","-41,271500",60
331,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"457,319",Mimoso do Sul,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-21,196490","-41,300110",60
332,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"457,908",Mimoso do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,201800","-41,300830",60
333,ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,876172","-43,208744",80
334,ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,876172","-43,208744",80
335,ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,868429","-43,185028",80
336,ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,868429","-43,185028",80
337,ECOPONTE,2017,Controlador,BR-101,RJ,"327,630",Niterói,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,870416","-43,163312",80
338,ECOPONTE,2017,Controlador,BR-101,RJ,"325,940",Niterói,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,871861","-43,147095",80
339,ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,873872","-43,125076",80
340,ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,873872","-43,125076",80
341,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"440,800",Anápolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,282363","-48,942771",60
342,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"438,600",Anápolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,268962","-48,939551",60
343,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"436,360",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,249033","-48,934741",60
344,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"434,870",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,236223","-48,932407",80
345,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"421,400",Abadiânia,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,127488","-48,895143",80
346,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"432,375",Abadiânia,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,217023","-48,920243",80
347,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"417,230",Abadiânia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,103908","-48,869386",80
348,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"412,000",Abadiânia,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,052248","-48,853335",40
349,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"394,515",Corumbá de Goiás,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-15,931451","-48,805083",50
350,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"392,625",Corumbá de Goiás,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,916196","-48,807403",50
351,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"363,600",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,722055","-48,699035",60
352,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"362,800",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,715381","-48,695734",60
353,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"356,715",Cocalzinho de Goiás,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-15,671297","-48,700759",60
354,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"356,400",Cocalzinho de Goiás,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,670209","-48,698215",60
355,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"332,760",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,486599","-48,618535",60
356,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"94,500",Vila Propício,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,208355","-48,701911",50
357,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-80,GO,"125,000",Barro Alto,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,030973","-48,893726",80
358,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"129,930",Barro Alto,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-14,989301","-48,909156",50
359,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"130,210",Barro Alto,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-14,988166","-48,911473",50
360,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"441,030",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,338150","-48,922778",80
361,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"440,775",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,335995","-48,922490",80
362,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"437,270",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,304463","-48,924616",80
363,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"436,635",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,299461","-48,927526",80
364,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"435,425",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,291348","-48,935040",80
365,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"434,425",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,286986","-48,943195",80
366,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"433,045",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,282801","-48,955326",80
367,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"430,885",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,272530","-48,972678",80
368,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"430,685",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,271461","-48,974186",80
369,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"428,045",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,254773","-48,991761",80
370,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"426,175",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,242058","-49,003264",80
371,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"424,475",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,227873","-49,009907",80
372,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"418,065",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,180240","-49,042126",80
373,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"416,190",Anápolis,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-16,163261","-49,043457",80
374,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"415,550",Anápolis,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-16,157159","-49,043635",80
375,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"412,850",Anápolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,133671","-49,047662",80
376,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"409,450",Pirenópolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,109264","-49,030959",80
377,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"403,650",Pirenópolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-16,067973","-49,059638",80
378,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"373,270",São Francisco de Goiás,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,871110","-49,253390",80
379,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"365,210",Jaraguá,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,809904","-49,294115",80
380,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"362,400",Jaraguá,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,786291","-49,303159",80
381,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"356,600",Jaraguá,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-15,736904","-49,322539",50
382,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"356,210",Jaraguá,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-15,733853","-49,323849",50
383,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"354,075",Jaraguá,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,715916","-49,329607",80
384,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"325,000",Rianápolis,Principal,Crescente/Decrescente,Ativo,01/01/1900 00:00:00,"-15,505152","-49,478510",60
